code,term
4H1..00,Amniotic fluid exam. - general
4H2..00,Amniotic fluid appearance
4H3..00,Amniotic fluid microscopy
4H4..00,Amniotic fluid chemistry
4H6..00,Amnicator test - nitrazamine
4H7..00,Amniotic fetal cell study
4HZ..00,Amniotic fluid exam. NOS
4I...00,Miscellaneous samples
4I1..00,Sample examination - general
4I3..00,Fluid sample analysis
4I4..00,Sweat test
4IZ..00,Misc. samples NOS
4J1..00,Sample - microbiological exam
4J4..00,Sample mycology general
4J5..00,Sample: parasitology - general
4J6..00,O/E: macroscopically: organism
4J8..00,On examination - stained microscopy: organism
4J9..00,O/E - dark ground microorganism
4JA..00,On examination - Electron microscopy: organism
4JC..00,P.M. isolation: organism
4JH..00,Gastrointestinal tract sample for organism
4JN..00,Helicobacter blood test
4JO..00,CLO test for helicobacter pylori
4JZ..00,Microbiology
4K...00,General pathology
4K1..00,Histopathology test
4K4..00,Cervical smear - action needed
4K5..00,Cytology - general
4K6..00,Cell chromosome examination
4K7..00,Forensic examination
4K8..00,Gross pathology
4KA..00,Vaginal vault smear result
4KB..00,HLA tissue typing
4KC..00,Sputum cytology
4KZ..00,General pathology NOS
4Z...00,Laboratory procedure
51...00,Radiology/physics - general
511..00,Radiographic imaging procedure
513..00,Clinical radiology application
514..00,Purpose of radiotherapy
515..00,Progress of radiotherapy
51Z..00,Radiology - general NOS
521..00,Plain radiography
52D..00,Plain X-ray abdomen
52Z..00,Plain bone X-ray NOS
531..00,Radiographic imaging of soft tissue
532..00,Soft tissue X-ray face
534..00,Soft tissue X-ray mouth
536..00,Soft tissue X-ray chest
539..00,Abdominal obstetric X-ray
53C..00,Soft tissue X-ray limbs
53D..00,Soft tissue X-ray lymph nodes
53E..00,Soft tissue X-ray veins
53F..00,Soft tissue X-ray arteries
53Z..00,Soft tissue X-ray NOS
549..00,Barium follow through
54E..00,Cystogram
54L..00,Contrast radiography of glands
54M..00,Contrast radiography - ducts
54P..00,Arthrography
54Z..00,Contrast radiography NOS
55C..00,Venography
55D..00,Venography: head/neck/thorax
55E..00,Venography: trunk
55F..00,Venography: peripheral
55Z..00,Cardiovascular angiography NOS
566..00,Other X-ray movement studies
56B..00,Specific imaging methods
56Z..00,Diagnostic radiology NOS
574..00,Isotope dynamic scanning
576..00,Hormone radioimmunoassay
57Z..00,Nuclear medicine
58...00,Physics: other diagn. methods
583..00,Laser radiation in diagn.
587..00,Action potential measurement
588..00,Physics - other measurements
589..00,Diagnostic use of electricity
58A..00,Spectrometry
58C..00,Medical photography
58Z..00,Physics: diagn. methods NOS
591..00,X-ray beam therapy
592..00,High-energy beam therapy
593..00,Fast-electron therapy
597..00,Combined radiotherapy
59Z..00,External radiotherapy NOS
5A7..00,Radiomimetic chemotherapy
5A8..00,Other radiotherapy misc.
5AZ..00,Other nuclear therapy NOS
5B...00,Physics - other therapy
5B1..00,Visible light therapy
5B3..00,Infrared radiation therapy
5B4..00,Laser therapy
5B6..00,Electrotherapy
5BZ..00,Physics - other therapy NOS
5Z...00,Radiology/physics NOS
612..00,Contraception not needed
613..00,Contraceptn from other agency
619..00,Withdrawal contraception
61D..00,Contraceptive sponge
61J..00,Contraception contraindicated
61K..00,Subcutaneous contraceptive
61L..00,Contraception status unknown
61Z..00,Contraception status
622..00,Antenatal care categorised by gravida number
624..00,A/N care: precious pregnancy
625..00,A/N care: social risk
626..00,A/N care: medical risk
628..00,A/N risk factors
62A..00,A/N care provider
62D..00,Parent craft classes
62F..00,Antenatal amniocentesis
62Q..00,Postnatal care provider
62Z..00,Obstetric procedure
63...00,Birth details
631..00,Place of birth
637..00,Birth head circumference
638..00,Birth length
639..00,Apgar at 1 minute
63A..00,Apgar at 5 minutes
63B..00,Apgar at 10 minutes
63D..00,Placental details
63E..00,Labour details
63F..00,Birth details not known
641..00,Infant feeding - at 10 days
642..00,Infant feeding at 6 weeks
643..00,Infant feeding at 3 months
644..00,Infant feeding at 6 months
645..00,Infant feeding at 9 months
646..00,Infant feeding at 1 year
647..00,Child weight centiles
649..00,Child head circ. centiles
64A..00,Infant milestones
64E..00,Child 8-9 month examination
64J..00,10 year exam
64Q..00,Child: refer for surveillance
64R..00,Child agency involvement status
64T..00,Other child examinations NEC
64U..00,Child 1 year examination
64V..00,Child 6 month examination
64W..00,Child 21 month examination
64X..00,Child 3 year examination
64Y..00,Child 39 month examination
64Z..00,Child health care NOS
64a..00,Child 8 week exam
64b..00,Child 7 month exam
657..00,Immunisation against bacterial disease
65G..00,Active immunisation
65I..00,DTP (triple)+polio vaccination
65M..00,Combined immunisation against bacterial and viral disease
65R..00,Isolation because of infection
65S..00,Infection surveillance
65U..00,Control of vectors
65V..00,Notification of disease
65W..00,Requires vaccination
66...00,Chronic disease monitoring
661..00,Chronic disease - general
664..00,GIT disease monitoring
665..00,Psych. disorder monitoring
666..00,Neurol. disorder monitoring
667..00,Epilepsy monitoring
669..00,Gout monitoring
66A..00,Diabetic monitoring
66B..00,Thyroid disease monitoring
66D..00,Endocrine disorder monitoring
66E..00,B12 deficiency monitoring
66F..00,Blood disorder monitoring
66G..00,Allergic disorder monitoring
66I..00,Skin disorder monitoring
66K..00,Urinary disorder monitoring
66L..00,ENT disorder monitoring
66M..00,Occupation risk monitoring
66N..00,Environment risk monitoring
66O..00,Ostomy monitoring
66R..00,Repeat prescription monitoring
66T..00,Eye disorder monitoring
66V..00,Ear disorder monitoring
66W..00,Prognosis/outlook
66Z..00,Chronic dis. monitoring NOS
672..00,Person counselled
674..00,Social counselling
675..00,Grieving counselling
676..00,Pre-pregnancy counselling
677..00,Medical counselling
67C..00,Postnatal support group
681..00,Screening - general
683..00,Bacterial disease screening
684..00,Other infection screening
685..00,Cervical neoplasia screening
68K..00,Urine screening
68L..00,Exercise status screening
68M..00,Spirometry screening
68O..00,Mobility screening
68P..00,Adult screening
68Q..00,Geriatric screening
68Z..00,Health screening
691..00,Special examination - general
692..00,Driving examination
698..00,Child special examination
699..00,Examination for institution
69C..00,Individual health examination
69F..00,Mental Health Act examination
69G..00,Private medical examination
69Z..00,Special examinations NOS
6A...00,Patient review
6A1..00,Review at hospital
6B...00,Health promotion
701..00,Ventricle of brain and subarachnoid space operations
706..00,Other parts of nervous system operations
70y..00,Other specified operations on nervous system
70z..00,Nervous system operations NOS
712..00,Other endocrine gland operations
71y..00,Other specified operations on endocrine system or breast
71z..00,Endocrine system and/or breast operations
726..00,Anterior chamber of eye and lens operations
727..00,Surgical procedure on eye proper
72y..00,Operation on eye
72z..00,Eye operations NOS
73y..00,Other specified operations on ear
73z..00,Ear operations NOS
74y..00,Operation on respiratory tract
74z..00,Respiratory tract operations NOS
752..00,Tongue and palate operations
753..00,Tonsil and other parts of mouth operations
75y..00,Other specified operations on mouth
75z..00,Mouth operations NOS
761..00,Stomach and pylorus operations
76y..00,Other specified operations on upper digestive tract
76z..00,Upper digestive tract operations NOS
77...00,Lower digestive tract operations
77y..00,Other specified operations on lower digestive tract
77z..00,Lower digestive tract operations NOS
78...00,Other abdominal organ operations
78y..00,Other specified operations on other abdominal organ
78z..00,Other abdominal organ operations NOS
791..00,Valves of heart and adjacent structures operations
793..00,Other parts of heart and pericardium operations
79y..00,Other specified operations on heart
79z..00,Heart operations NOS
7A2..00,"Carotid, cerebral and subclavian artery operations"
7A3..00,Branches of abdominal aorta operations
7A5..00,Other artery operations
7A6..00,Vein and other blood vessel operations
7Ay..00,Other specified operations on artery or vein
7Az..00,Artery and vein operations NOS
484..00,CSF (cerebrospinal fluid) cell content
7B4..00,Urinary tract operations
7By..00,Other specified urinary operations
7Bz..00,Urinary operations NOS
7C0..00,Scrotum and testis operations
7C1..00,Spermatic cord and male perineum operations
7Cy..00,Other specified operations on male genital organ
7Cz..00,Male genital organ operations NOS
7Dy..00,Other specified operations on lower female genital tract
7Dz..00,Lower female genital tract operations NOS
7Ey..00,Other specified operations on upper female genital tract
7Ez..00,Upper female genital tract operations NOS
Ly1..00,Spontaneous breech delivery
7Fy..00,Other specified obstetric operations
7Fz..00,Obstetric operations NOS
7Gy..00,Other specified operations on skin
7Gz..00,Skin operations NOS
7H1..00,Abdominal wall operations
7Hy..00,Other specified operations on soft tissue
7Hz..00,Surgical procedure on soft tissue
7J...00,"Skull or spine, bone and joint operations"
7J2..00,Cervical and thoracic spine operations
7J4..00,Operative procedure on spinal structure
7Jy..00,"Other specified operations on skull or spine, bone or joint"
7Jz..00,"Skull or spine, bone and joint operations NOS"
7K0..00,Complex reconstruction operations on hand and foot
7K3..00,Knee joint operations
7K4..00,Shoulder joint operations
7K6..00,Joint operation
7K7..00,Elbow joint operations
7K8..00,Ankle joint operations
7Ky..00,Other specified operations on other bone or joint
7Kz..00,Other bone and joint operations NOS
7L...00,Miscellaneous operations
7L1..00,Other miscellaneous operations
7Lz..00,Surgical procedure
7Ly..00,Other specified miscellaneous operations
7M...00,Subsidiary classification of methods of operation
7M0..00,Methods of operation NOC
7M1..00,Approach to organ
7My..00,Other specified subsidiary classification of operations
7Mz..00,Subsidiary classification of operations NOS
7N...00,Subsidiary classification of laterality and operation sites
A19..00,Disseminated tuberculosis
8....00,Therapeutic procedure
81H..00,Dressing of wound
81Z..00,Unwanted material removal NOS
82A..00,Correction by appliance
82B..00,Replacement of displaced organ
82D..00,Other manipulations
82Z..00,Manipulation
836..00,Other restraint by appliance
838..00,Bodily support
83Z..00,Immobilisation and support NOS
85...00,Other mechanical procedures
851..00,Haemorrhage control by packing
859..00,Aerotherapy
85C..00,Inject organ for local action
862..00,Therapy by cooling
864..00,Nervous system electrical stim
868..00,Desensitisation to allergens
873..00,Other resp. resuscitation
876..00,Respiratory medication
879..00,Procedure on respiratory system
87Z..00,Respiratory procedures NOS
888..00,Indirect blood exchange
88A..00,Other cardiovascular procedure
88Z..00,Cardiovascular procedures NOS
891..00,Pre-anaesthetic assessment
892..00,Informed consent for procedure
8A...00,Monitoring of patient
8A1..00,Metabolic monitoring
8A2..00,Psychiatric monitoring
8A3..00,Neurological monitoring
8A6..00,Renal function monitoring
8A8..00,Intensive care monitoring
8AZ..00,Monitoring of patient NOS
8B...00,Therapy
8B1..00,Emergency treatment
8B2..00,Therapeutic prescription
8B5..00,Dietary regime
8B6..00,Prophylactic drug therapy
8B9..00,Dietary prophylaxis
8BA..00,Other misc. therapy
8BB..00,Response to treatment
8BC..00,Treatment given
8BZ..00,Therapy
8C...00,Regimes and therapies
8C2..00,Promotion of healing
8C4..00,Alimentary aid
8C9..00,Reassurance given
8CA..00,Patient given advice
8CB..00,Had a chat to patient
8CC..00,TLC - tender loving care
8CD..00,Usual warning given
8CE..00,Self-help advice leaflet given
8CF..00,Self-help group address given
8CG..00,Care programme approach level
8CZ..00,Other care NOS
8D1..00,Dental aid
8D4..00,Locomotory aid
8D6..00,Excretory control aid
8D8..00,Other non-surgical prosthesis
8DA..00,Provision of medical equipment
8DZ..00,Anatomo-physiological aid NOS
8E1..00,Visual defect-remedial therapy
8E2..00,Speech defect remedial therapy
8E3..00,Deafness remedial therapy
8E4..00,Oral rehabilitation
8E5..00,Muscular re-education
8E6..00,Locomotor training
8E7..00,Physical exercises
8E8..00,Passive exercise
8E9..00,Other organ physical therapy
8EZ..00,Other physiotherapy
8F...00,Rehabilitation
8F2..00,Educational rehabilitation
8F5..00,Social rehabilitation
8FZ..00,Other rehabilitation NOS
8G1..00,General psychotherapy
8G2..00,Functional psychotherapy
8G4..00,Stimulative psychotherapy
8G5..00,Daily life psychotherapy
8G6..00,Anti-suicide psychotherapy
8G7..00,Anti-criminal psychotherapy
8G9..00,Other psychotherapy
8GB..00,Social case work
8GC..00,Voluntary social agency
8GD..00,Child guidance therapy
8GE..00,Social care
8GF..00,Other psychosociological care
8GZ..00,Psycho./socio.- therapy NOS
8H...00,Referral for further care
8H2..00,Emergency hospital admission
8H3..00,Non-urgent hospital admission
8H4..00,Referral to physician
8H5..00,Referral to surgeon
8H6..00,Referral to doctor
8H8..00,Follow-up arranged
8H9..00,Planned telephone contact
8HB..00,Other follow-up
8HC..00,Refer to hospital casualty
8HD..00,Refer to hospital OPD
8HE..00,Discharged from hospital
8HG..00,Died in hospital
8HH..00,Referred - other care
8HI..00,Refer - no direct consultation
8HJ..00,Self-referral to hospital
8HK..00,Domiciliary visit requested
8HL..00,Domiciliary visit received
8HO..00,Admission funding status
8HQ..00,Refer for imaging
8HT..00,Referral to clinic
8HU..00,Referral for other investigation
8HW..00,Referral by nurse
8HZ..00,Further care referral NOS
8I2..00,Procedure contraindicated
8I3..00,Procedure refused
8I5..00,Care/help refused by patient
8I6..00,Treatment not indicated
8IZ..00,Procedure not carried out NOS
8J...00,Radiotherapy treatment groups
8K...00,Body surface points
8L...00,Operative procedure planned
8L0..00,"Ear, nose and throat operation planned"
8L1..00,Cholecystectomy planned
8L2..00,Varicose vein operation planned
8L3..00,Herniotomy planned
8L4..00,Heart operation planned
8L5..00,Renal/urological operation planned
8L6..00,Vasectomy planned
8L7..00,Gynaecological operation planned
8L8..00,Orthopaedic operation planned
8L9..00,Biopsy planned
8LA..00,Excision planned
8M...00,Patient requested procedure
8M0..00,Sterilisation requested
8M1..00,Reversal sterilisation requested
8M2..00,Cosmetic surgery requested
8M3..00,Circumcision requested
8M4..00,Patient requested treatment
8M5..00,Patient requested epidural
8M6..00,Requests pregnancy termination
8P0..00,Removal of skin sutures/clips
8Z...00,Other therapy procedure NOS
A01..00,Typhoid and paratyphoid fevers
A02..00,Other salmonella infections
A04..00,Other bacterial food poisoning
A06..00,Protozoal intestinal disease
A07..00,Intestinal infection due to other organisms
A0y..00,Other specified infectious diseases of intestinal tract
A0z..00,Intestinal tract infectious disease NOS
A12..00,Other respiratory tuberculosis
A14..00,"Tuberculosis of intestines, peritoneum and mesenteric glands"
A17..00,Tuberculosis of other organs
A1y..00,Other specified tuberculosis
A1z..00,Tuberculosis NOS
A27..00,Other zoonotic bacterial disease
A2y..00,Other specified zoonotic bacterial diseases
A2z..00,Zoonotic bacterial disease NOS
A3A..00,Other bacterial diseases
A31..00,Mycobacterial disease
A3B..00,Bacterial infections - causative organisms
A3y..00,Other specified bacterial diseases
A3z..00,Other bacterial disease NOS
A41..00,Slow viral central nervous system infection
A4y..00,Other enterovirus diseases of central nervous system
A51..00,Cowpox and paravaccinia
A57..00,Viral exanthemata
A5y..00,Other specified viral diseases with exanthemata
A5z..00,Viral diseases with exanthemata NOS
A66..00,Other arthropod-borne viral disease
A6y..00,Other specified arthropod-borne viral diseases
A6z..00,Arthropod-borne viral disease NOS
A7...00,Other viral and chlamydial diseases
A78..00,Other viral or chlamydial diseases
A79..00,Specific viral infections
A7A..00,Viral carditis
A7y..00,Other specified viral or chlamydial diseases
A7z..00,Other viral or chlamydial disease NOS
A81..00,Other typhus
A83..00,Other rickettsioses
A8y..00,Other specified rickettsioses or arthropod-borne diseases
A8z..00,Rickettsioses and arthropod-borne disease NOS
A91..00,Early symptomatic syphilis
A92..00,Latent early syphilis
A95..00,Other forms of late syphilis with symptoms
A96..00,Late latent syphilis
A99..00,Other venereal diseases
A9y..00,Other specified syphilis or other venereal diseases
A9z..00,Syphilis or venereal disease NOS
AA...00,Other spirochaetal diseases
AA4..00,Other spirochaetal infections
AAy..00,Other specified spirochaetal infections
AAz..00,Spirochaetal infection
AB1..00,Dermatophytosis other and unspecified
AB6..00,Other mycoses
ABy..00,Other specified mycoses
ABz..00,Mycoses NOS
AC1..00,Other trematode infections
AC3..00,Cestode infection
AC5..00,Filarial infection and dracontiasis
AC6..00,Ancylostomiasis and necatoriasis
AC7..00,Other intestinal helminthiases
